label;request
1;How do DOS games like DOOM benefit from a PCI graphics card?
0;I need to be able to open a document using its default application in Windows and Mac OS. Basically, I want to do the same thing that happens when you double-click on the document icon in Explorer or Finder. What is the best way to do this in Python?
1;Why does PRC devalue its currency on purpose, but Turkey is worried about the devaluation of its currency?
1;Is it worth patenting an algorithm if I don't have the money to defend against infringements?
0;"""I have a ```String[]``` with values like so:
```public static final String[] VALUES = new String[] {""""AB"""",""""BC"""",""""CD"""",""""AE""""};
```
Given ```String s```, is there a good way of testing whether ```VALUES``` contains ```s```?"" How do I determine whether an array contains a particular value in Java?"
0;"Does Java casting introduce overhead? Or the compiler just resolves everything and there is no cost at run time?
Is this a general things, or there are different cases?"
0;"How can I copy a string (e.g ""hello"") to the System Clipboard in C#, so next time I press CTRL+V I'll get ""hello""?"
0;"I want to put a draft watermark using the below script but the problem is that the watermark don't come over the images and I want it to come over it.
```\usepackage{draftwatermark}
\SetWatermarkText{DRAFT}
\SetWatermarkScale{1}
```"
0;Understanding the Rails Authenticity Token
1;Why is FIFA against adding instant replay to the game?
1;If we should encrypt the message rather than the method of transfer, why do we care about wifi security? Is this just security theatre?
1;Applying filter in scipy.signal: Use lfilter or filtfilt?
1;"What do different people in the department expect from a postdoc?
By different people I mean the advisor, graduate students and PhD students.
I know it mainly depends on the job description but there are few basic things that a postdoc must be expected to do. How aggressive (proactive) must one be? This question is important since a postdoc cannot just wait for the adviser to give him/her inputs. Rather the postdoc must take the project(s) as another PhD research of his own but be completely accountable to the adviser in terms of what he/she is doing and how is he/she doing that.
The above are my thoughts. My question is divided into the following sub-parts:

* What would you as a professor expect from your postdoc? 
* What preparation one must do to rise to the expected level? 
* Is the preparation merely restricted to having sound academic record and experience?"
0;Can someone explain to me what the ```contentInset``` property in a ```UIScrollView``` instance is used for? And maybe provide an example?
0;How is arc defined in TikZ?
1;How to connect mysql workbench to running mysql inside docker?
0;Can meat spoil outside the fridge if it's baked into bread as a filling?
0;"I'm wondering how the XML Schema specification handles these cases:
```
```
No maxOccurs given -> Is this the cardinality [1..1]?
```
```
I suppose this is simply invalid?
```
```
Is this the cardinality [0..2] or [1..2]?
Is there an ""official"" definition on how the XML Schema spec handles these cases?"
0;Were there any flying dinosaurs?
0;"Say, a table ```car``` has one-to-one relationship to tables ```electric_car```, ```gas_car```, and ```hybrid_car```. If a ```car``` is ```electric_car```, it can no longer appear in ```gas_car``` or a ```hybrid_car```, etc. 
Is it a bad practice to have several mutually exclusive one-to-one relationships in database design?"
1;I see a low use of Mathematica in Kaggle competitions. Why would one use the Wolfram Language versus R, Python, or Julia for machine learning? Besides prettier plots and the Manipulate function, do we have something that is useful for ML that other languages are lacking?
0;"I'm using wp_nav_menu and am trying to create custom output for the sub-level drop downs.  I came across the ""items_wrap"" argument but there's really not much information as to what it is, how it works, and what kind of things can be done with it.  
What exactly is ""%1$s"" and ""%2$s""?  (Can anyone explain it in layman's terms?)"
1;"I've noticed that people on YouTube and even on TV would sometimes say things like ""I used to take lots of coke a few years ago"" or ""I used to smoke weed daily until this and that"" or ""Yea, I smoke weed every once in a while,"" or ""I used to pirate games a lot when I was a bit younger"" or ""I used pirated Windows and Photoshop until I got a job,"" etc., etc..
Basically they are confessing to a crime, on public record, couldn't anyone come after them? They've already confessed - technically all that would have to be done is a trial.
How do people publicly admit to criminal activity and not typically get arrested?"
0;"Did two dissenting Supreme Court justices agree that Trump was ""absolutely immune"" to the Manhattan DA's subpoena?"
0;Just curious, given how heavily from Tolkien D&D drew, and the fact that games like Wizardry used Hobbits, is there a good design reason why Gygax and company used Halflings (a term that also appears in Tolkien) vice Hobbits as the term for our little friends?
0;"My USB drive used to be originally 8GB when I bought it.
I'm trying to reformatted in Windows 7 by right clicking on the drive and selecting ```Format...```. But the capacity only shows 250MB.
Is there something I can do to get the original size back? Maybe it got partitioned in a weird way? 
The  flash drive is a SanDisk Cruzer Micro 8GB."
1;I am a Tor developer. I understand that the .onion address is a public key of sorts, but not much more than that (I can vaguely guess, though). When nobody knows the IP of the .onion address, how do requests reach it? Are they bounced between nodes in the P2P network till someone decrypts it with the corresponding private key?
1;"I have been offered a PhD position by an inexperienced professor in a great institution in Europe. Despite the fact that the institution is very strong in my area, since the position was offered by this particular professor, I would have to commit myself to working with him for my thesis. This professor is young, and relatively inexperienced, but I enjoy the things he works on, and we seem to get along well.
My question is, would having an inexperienced advisor hurt my growth as a scientist, or my career in general? Will I have the time during my PhD to also work on the side with other, more renowned professors in the department, or is one usually focused in a single research project?"
0;"Is there a phrase that means ""too important"" and ""attracting too much attention""?"
0;"This guy claims that Olympic powerlifters working in the 1-6 rep range can increase strength without increasing muscle size. 

> Trained Olympic lifters, for example, were shown over a two-year period to have significant strength increases with barely noticeable increases in muscle mass (Hakkinen et al, 1988). I had a similar experience when I used AST's Max-OT principals. My strength went up like crazy, but I gained very little size. Obviously, traditional strength training with low volume and low sets (1-6 reps, 3 or less sets) is not the best approach. Strength training does cause hypertrophy (Hakkinen et al, 1985), but it won't cause maximum hypertrophy.

What is the scientific explanation for this? Is the inverse true? That is, can a buff guy (with lots of prominent muscle) actually be weak?"
1;What are the major concerns about planting trees to create carbon offsets?
0;I am wondering how to generate uniformly distributed points on the surface of the 3-d unit sphere? Also after generating those points, what is the best way to visualize and check whether they are truly uniform on the surface $x^2+y^2+z^2=1$?
0;"In Shutter Island, at the end of the movie Teddy had a chat with Chuck, in that scene Teddy told to Chuck as,

  Which would be worse: To live as a monster, or to die as a good man?

What's the implicit meaning of this dialogue? Who's the monster as Teddy mentioned?
And, who's a good man?"
1;"To set the minimal distance between flexbox items I'm using ```margin: 0 5px``` on ```.item``` and ```margin: 0 -5px``` on container. For me it seems like a hack, but I can't find any better way to do this.


```#box {
  display: flex;
  width: 100px;
  margin: 0 -5px;
}
.item {
  background: gray;
  width: 50px;
  height: 50px;
  margin: 0 5px;
}```
```
  
  
  
  
```"
1;"Is there a Git for data? The key improvement I'd want is to Diff/Merge more intelligently. e.g. in CSV rather than line vs line comparison, it would do cell vs cell.
And ordering is usually not significant, e.g. rows in a CSV, whereas Git does care and presents the user with 'conflicts'."
1;"I have been puzzling over where to put the submit button, on the left or the right. In researching, I noticed that many sites put buttons on the bottom right in dialogue boxes, and on the bottom left in forms.
It makes sense: in a dialogue box it seems to denote finality, being in the endpoint of the window for left–right readers; in a form, the bottom right could be in a different position relative to the rest of the form if the window is resized.
It seems to be a convention, but should the OK/Cancel buttons be aligned right or centered?
Should the OK/Cancel buttons be aligned right or centered?"
0;"Is it at all possible to update object's properties with ```setState```?
Something like:
```this.state = {
   jasper: { name: 'jasper', age: 28 },
}
```
I have tried: 
```this.setState({jasper.name: 'someOtherName'});
```
and this:
```this.setState({jasper: {name: 'someothername'}})
```
The first results in a syntax error and the second just does nothing. Any ideas?"
1;What is the difference between Non-Player Characters (NPCs) and bots in video games?
0;Is there anything like ```static class``` in java? What is the meaning of such a class. Do all the methods of the static class need to be ```static``` too? Is it required the other way round, that if a class contains all the static methods, shall the class be static too? What are static classes good for?
0;"The Episode IV-VI movies never mention the Emperor's name. In Episodes I-III, we can guess that Darth Sidious will be the emperor, but what about Chancellor Palpatine? If the audience didn't know that he was Sidious, the impact of the reveal would be far different than if they did.
But I did. In all the novels and comics that came out after ""Return of the Jedi"", the Emperor's name was stated plainly: Palpatine. 
So when I saw the prologue movies, for the life of me I couldn't figure out: was I supposed to know that Palpatine was the villain?  
Maybe the filmmakers figured that most of the moviegoing public never got into the Expanded Universe. But they had to know that the hardcore fans would know. Or maybe when you watched the movie, even if you hadn't heard of Palpatine, it was supposed to be obvious?
What was the intent?"
1;So, students in Gryffindor are supposed to represent bravery. How does Neville represent bravery, to the point in being accepted into the house. I've always thought of his strongest traits being things like loyalty, willingness to work hard, etc, and these things would tend to put him in Hufflepuff. 
0;"This claim was made popular by being said in the movie The Social Network. It exactly says:

> Did you know there are more people with genius IQs living in China than there are people of any kind living in the United States?
"
0;"I am trying to get my program to print out ```""banana""``` from the dictionary. What would be the simplest way to do this?
This is my dictionary: 
```prices = {
    ""banana"" : 4,
    ""apple"" : 2,
    ""orange"" : 1.5,
    ""pear"" : 3
}
```"
1;Different coffee packets advertise different amounts of 'Robusta' and 'Arabica'? What do these terms refer to, and how does it affect the taste of the coffee?
0;"So whenever we want to shoot our flash before taking a photo. we have to charge it first.
What is the point of the charging our flashes? Aren't their power directly supplied by the battery of our camera?
Please answer for the built in flash on the 2000D and the traditional hot shoe Xenon flashes.
Perhaps these hot shoe xenon flashes have their own batteries charged by the slow hot shoe port. Who knows?"
1;What are some strategies to maintain morale and productivity after massive layoffs? I am not in a managerial role, just a lead role, and am asking for myself and my fellow employees.
1;"Could you please clearly explain what is the difference between correlation and convolution that is done by a filter on an image? 
I mean in terms of signal processing definition I know that convolution describes the output of an LTI system, that is if an LTI system produces an output due to convolution with an input system then the output signal can be described as the result of convolution of the input signal and the impulse response of the LTI system. As for the correlation, it describes the similarities between to signals. But how does convolution and correlation effect on a image and how different are they in terms of effects?
Thanks"
0;24601 has developed into being an iconic part of both the Les Miserables book and musical. Was that number special to him, or was it simply a random number he chose (I doubt it)?
0;Why does Michael Crichton use US Customary measurements in hard sci-fi?
1;How can horns, most of which have only three buttons, play all their notes?
1;I am a big fan of worldbuilding. A common sight in science fiction is that aliens pretend to be human (For example in Third Rock from the Sun). Obviously if the aliens are advanced enough to disguise themselves as another species, there are much easier, simpler and less expensive methods to destroy humanity, so why else would an advanced alien civilization waste time, energy and resources to disguise themselves as humans? What possible scientific, cultural or commercial use could such an expensive procedure have?
1;"I've taken a look at the list of surveys taken on scala-lang.org and noticed a curious question: ""Can you name all the uses of “_”?"". Can you? If yes, please do so here. Explanatory examples are appreciated."
1;My university usually asks that we book a flight via a travel agent, but the prices he gives me are about $50 higher than the prices I can get by online booking in the flight company's website.  Why would a company want me to book a flight via a travel agent if it is more expensive?
0;Layman's explanation of encryption backdoors
0;"I have a page where a scroll bar containing table rows with divs in them is dynamically generated from the database. Each table row acts like a link, sort of like you'd see on a YouTube playlist next to the video player.
When a user visits the page, the option they are on is supposed to go to the top of the scrolling div. This functionality is working. The issue is that it goes just a tad too far. Like the option they are on is about 10px too high. So, the page is visited, the url is used to identify which option was selected and then scrolls that option to the top of the scrolling div. Note: This is not the scroll bar for the window, it is a div with a scrollbar.
I am using this code to make it move the selected option to the top of the div:
```var pathArray = window.location.pathname.split( '/' );
var el = document.getElementById(pathArray[5]);
el.scrollIntoView(true);
```
It moves it to the top of the div but about 10 pixels too far up.
how to fix that?"
0;"Suppose I have the geographic coordinates of &quot;Saratoga, California, USA&quot; as
```Latitude:   37°15.8298′ N
Longitude: 122° 1.3806′ W
```
I know from here that in the case of latitude ```1° ≈ 69 miles``` and that longitude varies:
```1° longitude = cosine (latitude) * length of degree (miles) at Equator.
```
How many miles is 1° longitude at ```longitude: 122°1.3806′ W```?"
0;"I have read numerous times that some Norse warriors, upon death, would go in Fólkvangr, while some others would go to Valhalla. How was it decided which warrior would go to which place? Why did the need to have many ""paradises"" (whatever you many call it) exist?
Citing Wikipedia:

 > In Norse mythology, Fólkvangr (Old Norse ""field of the host"" or ""people-field"" or ""army-field"") is a meadow or field ruled over by the goddess Freyja where half of those that die in combat go upon death, while the other half go to the god Odin in Valhalla."
0;"I noticed that there is a binary executable ```/bin/echo``` on my Ubuntu MATE 17.04 system.
I thought, that's odd, because
```$ type echo
echo is a shell builtin```
Cursory testing suggests that ```/bin/echo``` does the same sort of thing as the Bash builtin ```echo```:
```$ /bin/echo foo
foo
$ /bin/echo $USER
zanna
```
So, why is there another version of ```echo``` separate from the Bash program, and why or when would I want to use it?"
1;what's the difference between JavaScript objects, classes and functions?
1;"In most introductory algorithm classes, notations like $O$ (Big O) and $\Theta$ are introduced, and a student would typically learn to use one of these to find the time complexity.
However, there are other notations, such as $o$, $\Omega$ and $\omega$. Are there any specific scenarios where one notation would be preferable to another?"
1;Why is Gaia operating around Earth orbit? Why not send it to Neptune's orbit?
0;"I have a string representing a unix timestamp (i.e. &quot;1284101485&quot;) in Python, and I'd like to convert it to a readable date. When I use ```time.strftime```, I get a ```TypeError```:
```>>>import time
>>>print time.strftime(&quot;%B %d %Y&quot;, &quot;1284101485&quot;)
Traceback (most recent call last):
  File &quot;&quot;, line 1, in 
TypeError: argument must be 9-item sequence, not str
```"
0;"In Django, the convention is to put all of your static files (i.e css, js) specific to your app into a folder called static. So the structure would look like this:
```mysite/
    manage.py
    mysite/ --> (settings.py, etc)
    myapp/ --> (models.py, views.py, etc)
        static/
```
In ```mysite/settings.py``` I have:
```STATIC_ROOT = 'staticfiles'
```
So when I run the command:
```python manage.py collectstatic
```
It creates a folder called ```staticfiles``` at the root level (so same directory as ```myapp/```)
What's the point of this? Isn't it just creating a copy of all my static files?"
1;I am used to thinking of finite-differences as a special case of finite-elements, on a very constrained grid. What are criteria to choose between finite-differences and finite-elements
1;How important is multithreading in the current software industry?
0;Is it true that the price of diamonds is based on a monopoly? And who actually runs/owns this supposed monopoly? Is this likely to affect diamond prices if I am interested in purchasing?
0;"Normal filesystem images can be easily mounted:
```mount system.img /mnt
```
Examined, and modified.  But when I try this with a Raspberry Pi system image (e.g. raspbian), I get:
```mount: unknown filesystem type '(null)'
```
And no matter what I try with ```-t```, it won't work.  How can I mount this image?"
1;How does immersion passively help with learning a language?
0;"I have a script, that does not exit when I want it to.
An example script with the same error is:
```#!/bin/bash
function bla() {
    return 1
}
bla || ( echo '1' ; exit 1 )
echo '2'
```
I would assume to see the output:
```:~$ ./test.sh
1
:~$
```
But I actually see:
```:~$ ./test.sh
1
2
:~$
```
Does the ```()``` command chaining somehow create a scope? What is ```exit``` exiting out of, if not the script?"
0;Adding a new swap file. How to edit fstab to enable swap after reboot?
0;"
How do I add a validation to make sure the date string being passed to the method is in the ffg. format:
```'YYYY-MM-DD'
```
if it's not, method should raise some sort of error"
1;When to use UICollectionView instead of UITableView?
0;"On my branch I had some files in .gitignore
On a different branch those files are not.
I want to merge the different branch into mine, and I don't care if those files are no longer ignored or not.
Unfortunately I get this: 

  The following untracked working tree files would be overwritten by merge

How would I modify my pull command to overwrite those files, without me having to find, move or delete those files myself?"
1;"Since long time ago I have been thinking in two problems that I have not been able to solve. It seems that one of them was recently solved. I have been thinking a lot about the motivation and its consequences. Mostly because people used to motivate one of them with some very interesting implications. My conclusion however, is that there is a mistake in the motivation of the problem, and that, while being a really interesting result, it does not make any sense in the setting in which is formulated. As my opinion is not relevant compared to one of the experts in the area, I do not say anything. 
My question is if you can provide me some examples of conjectures that were believed to be interesting in the mathematical community because of a specific reason, but that once having the proof, people realized that the reason to motivate the problem  was not truly related to its solution. Or in other words, the solution of the problem gives no clues about the original motivation. "
0;How do GPS receivers communicate with satellites?
0;Why is iceberg lettuce bad for rabbits?
1;How do I open the JavaScript console in different browsers?
0;"I have Ubuntu 10 as the guest OS on a Windows 7 machine.  I have been trying to setup shares through VirtualBox, but nothing is working.  First, I create the share in VirtualBox and point it to a Windows folder.  Then I try to mount the drive in Linux, but I keep getting
```/sbin/mount.vboxsf: mounting failed with the error: Protocol error
```
I have read so many solutions to this, but none seem to work.  I have tried:

* Using the mount.vboxsf syntax
* Reinstalling VBox additions
* Rebooting
* Enabling and trying as root account

I made a share called &quot;Test&quot; in VBox Shared folders.  Then I made a directory in ubuntu named &quot;test2&quot;.  Then I tried to execute this command:
```sudo mount -t vboxsf Test /mnt/test2
```
Any other ideas?"
0;"What does %~dp0 mean, and how does it work?
I'd also like to know if it is a documented feature, or something prone to be deprecated."
0;Should a tester feel bad about finding too many defects/bugs in the product?
0;Millions of colors in the visible spectrum can be generated by mixing red, green and blue - the RGB color system. Is there a basic set of smells that, when mixed, can yield all, or nearly all detectable smells ?
0;Do you bleed to death after your penis is cut off?
0;"In Swift, is there a clever way of using the higher order methods on Array to return the 5 first objects?
The obj-c way of doing it was saving an index, and for-loop through the array incrementing index until it was 5 and returning the new array. Is there a way to do this with ```filter```, ```map``` or ```reduce```?"
0;"What's the simplest way to get an environment variable from a docker container that has not been declared in the Dockerfile?
For instance, an environment variable that has been set through some ```docker exec container /bin/bash``` session?
I can do ```docker exec container env | grep ENV_VAR```, but I would prefer something that just returns the value.
I've tried using ```docker exec container echo ""$ENV_VAR""```, but the substitution seems to happen outside of the container, so I don't get the env var from the container, but rather the env var from my own computer.
Thanks."
1;"I am confused about the use cases for both ```InputStream``` and ```OutputStream```.
Please include a snippet of code to go along with your explanation."
1;"What is the difference between:
```npm install [package_name]
```
and:
```npm install [package_name] --save
```
and:
```npm install [package_name] --save-dev
```
What does this mean? And what is really the effect of ```--save``` and ```-dev``` keywords?"
0;pod install -bash: pod: command not found
0;"I read in the Essential C# 3.0 and .NET 3.5 book that:

  GetHashCode()’s returns over the life of a particular object should be
  constant (the same value), even if the object’s data changes. In many
  cases, you should cache the method return to enforce this.

Is this a valid guideline?
I have tried a couple built-in types in .NET and they didn't behave like this."
0;"Especially in blitz or bullet games, it is possible that a player makes an illegal move, for example castles through check. 

* If the opponent does notice the illegal move, then as far as I know the first player is obliged to make a legal move with the same piece, if one exists. What if there are no legal moves? 
* What if the opponent, being in time pressure, doesn't notice the illegal move and makes a move. What happens after they realize that? Does the person who made the illegal move forfeit? Or is the whole game cancelled?

Are there any standard rules for these kinds of situations?"
0;How to set button click effect in Android?
0;"The following article from CNN describes a Michigan police officer being put on administrative leave for having KKK material at his home: https://www.cnn.com/2019/08/10/us/michigan-officer-placed-on-leave-kkk-document-house/index.html. The materials were discovered while a potential buyer was touring his house. 
Although I vehemently condemn the KKK, doesn't this officer have the right to display whatever he wants in his home so long as it doesn't actively and deliberately call for violence? Aren't these articles protected under the first amendment? I realize this is an extreme example, and as a police officer his job requires interacting with all races, but unless it can be shown that he's bigoted and that it negatively affected his job performance, isn't it illegal to fire him? 
Employers can restrict speech according to company policy while at work, but we all have to go home at some point. Can those restrictions follow us after clocking out?"
0;What does strength refer to in mathematics? Is it a formal idea?
0;"Does vegetarianism affect life expectancy?
Is an average vegetarian supposed to live longer just because of their diet?"
1;"What is the difference between an object and a companion object in a class in kotlin?
Example:
```class MyClass {
    object Holder {
        //something
    }
    companion object {
        //something
    }
}
```
I already read that companion object shall be used, if the containing parameters/methods are closely related to its class.
But why is there also the possibility of declaring a normal object in the class? Because it behaves exactly like the companion, but it must have a name.
Is there maybe a difference in its ""static"" (I'm from the java side) lifecycle? "
1;I've rooted my phone.  Now what?  What do I gain from rooting?
0;"Is there a better way to determine whether a variable in ```Pandas``` and/or ```NumPy``` is ```numeric``` or not ? 
I have a self defined ```dictionary``` with ```dtypes``` as keys and ```numeric``` / ```not``` as values."
0;I've come across the polynomial algorithm that solves 2SAT. I've found it boggling that 2SAT is in P where all (or many others) of the SAT instances are NP-Complete. What makes this problem different? What makes it so easy (NL-Complete - even easier than P)?
0;Why isn't Sectumsempra an Unforgivable Curse?
0;How can I add a delay to a program in C#?
0;"I'm trying to write a Bash script that will overwrite an existing directory. I have a directory ```foo/``` and I am trying to overwrite ```bar/``` with it. But when I do this:
```cp -Rf foo/ bar/
```
a new ```bar/foo/``` directory is created. I don't want that. There are two files in ```foo/```; ```a``` and ```b```. There are files with same names in ```bar/``` as well. I want the ```foo/a``` and ```foo/b``` to replace ```bar/a``` and ```bar/b```."
1;"Is there a particular reason the elves die off so fast? After the first war against Sauron, I recall the elves being decimated, to the point that they're almost useless army-wise in the trilogy. But I'm guessing men suffered equal or greater losses as well.
Anyways, other races just seem much more capable of repopulating, while is seems like there are incredibly few (if any?) elven children. Considering the fact that elves are immortal, wouldn't their population be the fastest to grow? Also the seem to be perpetually 40 years old, so aren't they eternally fertile as well? Why don't they have more kids and build bigger societies?"
1;Reasons for being vegetarian or vegan other than ethical reasons?
0;My mom has a green card that expires 2028 but has been out of the US in the UK for over a year due to COVID travel restrictions. Can she enter now?
1;What is the LXX and why is it so noteworthy that there is a Greek translation of the OT? Wouldn't it be better to directly reference manuscripts in the original languages?
0;"I have to disable inputs at first and then on click of a link to enable them.
This is what I have tried so far, but it doesn't work.
HTML:
```
```
jQuery:
```$(""#edit"").click(function(event){
   event.preventDefault();
   $('.inputDisabled').removeAttr(""disabled"")
});
```

This shows me ```true``` and then ```false``` but nothing changes for the inputs:
```$(""#edit"").click(function(event){
   alert('');
   event.preventDefault();
   alert($('.inputDisabled').attr('disabled'));
   $('.inputDisabled').removeAttr(""disabled"");
   alert($('.inputDisabled').attr('disabled'));
});
```"
0;I'm no expert in darkroom photography, but it seems a little odd that there is a type of light that doesn't affect film or developing paper etc. So why is a dark-room safelight safe?
0;"With the command:
```ls -la *
```
I can list all my symbolic links. 
How can I remove all symbolic links which are linked to a special folder?
For example:
In my directory ```usr/local/bin``` I have the following entries:
```lrwxrwxrwx 1 root root 50 Apr 22 14:52 allneeded -> /usr/local/texlive/2011/bin/x86_64-linux/allneeded
lrwxrwxrwx 1 root root 47 Apr 22 14:52 amstex -> /usr/local/texlive/2011/bin/x86_64-linux/amstex
lrwxrwxrwx 1 root root 24 Apr 23 19:09 arara -> /home/marco/.arara/arara
```
Now I want to remove all links with the path ```/usr/local/texlive/```"
0;Did Aztecs know how many continents there are on earth?
1;What did the Soviet Union and Russia bring to the ISS?
0;"What utility can move my Windows boot partition over to another hard drive?
My preference is that it would be really easy. 

* Boot into Windows
* Pick drive to move
* Pick target drive
* It copies everything over, and reboots to the correct partition."
1;What's the difference between ASCII and Unicode?
1;Reasons why healthy people would intentionally want to get infected?
0;"In The Avengers, the Council contacted Nick Fury and supposedly, they want to nuke Manhattan. Nick didn't agree so they contacted a S.H.I.E.L.D. operative to nuke Manhattan.
When they found out that an unauthorized jet was trying to fly, Nick grabbed a rocket launcher and fired it at the jet, which was a decoy and the real jet was able to escape. 
However, why would he do that? If that was the real plane carrying a nuke enough to level Manhattan, wouldn't the nuke explode and destroy the base along with them if he fired a rocket launcher at it?"
0;"Since I created my repository it appears that the tags I have been
creating are not pushed to the repository. When I do ```git tag``` on the
local directory all the tags are present, but when I logon to the
remote repository and do a ```git tag```, only the first few show up.
What could the problem be?."
0;How do I add Git submodule to a sub-directory?
1;Given that Kohn-Sham DFT is strictly a ground-state method (at 0 K), how is it sufficient to describe materials in real-life applications?
0;"I don't really get the difference between gain and volume boost.

So if I understand correctly, gain directly boosts a signal from a line or input while volume handles the output. Volume isn't really for boosting either.
Would this mean, in most settings, getting 'close to' as much gain as possible without any hiss/background noise is ideal?"
0;"I recently had someone claim (on an unrelated SE site I won't link to) that it is the responsibility of a player to correctly identify their hand, that what you &quot;call&quot; your hand determines the winner:

For example, you have an Ace, King, Queen, Jack, and Ten. You call your hand and say, &quot;I have a Straight!&quot;
But that was a bad move on your part because you are a novice player and you did not notice that all of your cards are Spades. You actually had a Straight Flush, but now you have lost because one of the remaining players had a Full House.
Your hand has not been determined until you call your hand.

Is this true? Clearly you might play your hand differently if you misunderstand what you have, but I always thought that the cards speak for themselves once they are revealed.
Or would it depend on the specific poker variation/house rules?"
0;How to get the first item from an associative PHP array?
0;Why do people write #!/usr/bin/env python on the first line of a Python script?
0;"Nowadays each graphic card has some driver in operating system that translates some (typically) standard API such as OpenGL, so that programmers use some standardized API code to tell graphics cards how and what they want to render. (Actually that's already a bit hard-core most programmers really use various game engines that do this for them). In times of old computers - how was this done? Did every programmer of every game implemented all possible various API's that old graphic cards supported? Or did the old game studios from MS-DOS times had their own ""game engines"" that provided some abstraction when it came to these graphic cards? I remember there were many various card vendors and I remember old games asked me which one I have - so I suppose these games contained code / drivers for all these cards?"
0;"Why is it ""behead"" and not ""dehead""?"
0;Why do many vinyl albums of classical music have Sides 1 / 4 on the first record and 2 / 3 on the second? An example of this is the RCA Red Seal recording of Beethoven's 9th Symphony by the Boston Symphony Orchestra.
1;Why isn't the market dropping like a stone with all the bad news?
0;"What are Null Pointer Exceptions (```java.lang.NullPointerException```) and what causes them?

What methods/tools can be used to determine the cause so that you stop the exception from causing the program to terminate prematurely?"
0;In Raiders of the Lost Ark, at the Ark opening ceremony the Nazi troops brings the Ark of the Covenant to the top of the mountain as Belloq said something before opening the Ark. Then they took the sand from the Ark and suddenly spirits coming out from the Ark and they're all killed (except Indy and Marion) by the freed-spirits which came from the Ark. Meanwhile, Indy asks Marion to keep her eyes shut. They didn't see the Ark when it was opened, so they're survived. In that scene what I don't understand is how did Indy know not to look into the Ark when it was opened?
0;What is likely to happen when you plug two ends of a network cable to a single switch/router? Will this create problems on the network, or just be ignored?
0;What command do I use to find the size of all the files (recursively) in a Linux or Mac OS X directory?
1;"I've been writing C and C++ code for almost twenty years, but there's one aspect of these languages that I've never really understood. I've obviously used regular casts i.e.
```MyClass *m = (MyClass *)ptr;
```
all over the place, but there seem to be two other types of casts, and I don't know the difference. What's the difference between the following lines of code?
```MyClass *m = (MyClass *)ptr;
MyClass *m = static_cast(ptr);
MyClass *m = dynamic_cast(ptr);
```"
1;Why don't toilets use saltwater?
0;How do I modify fields inside the new PostgreSQL JSON datatype?
